title,authors,average_rating,isbn,# num_pages
The Strange Case of Dr. Jekyll and Mr. Hyde and Other Stories,Robert Louis Stevenson-Jenny Davidson,4.01,1593080549,320
On Being Ill,Virginia Woolf-Hermione Lee,4.02,1930464061,63
The Valley of Vision: A Collection of Puritan Prayers and Devotions,Arthur Bennett,4.53,851512283,223
The Botany of Desire: A Plant's-Eye View of the World,Michael Pollan,4.06,375760393,297
North of South: An African Journey,Shiva Naipaul,3.93,140188266,352
Twelve Fair Kingdoms,Suzette Haden Elgin,3.99,425058506,195
Lightning,Dean Koontz,4.07,425192032,384
The Island of Doctor Moreau,H.G. Wells,3.72,553214322,153
Ancient Rome and Pompeii (Magic Tree House Research Guide  #14),Mary Pope Osborne-Natalie Pope Boyce-Salvatore Murdocca,4.07,375832203,128
So Long  and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy  #4),Douglas Adams,4.09,330491237,167
Shout Out Loud! 2,Satosumi Takaguchi,3.95,1598163175,194
Fundamentals of Heat and Mass Transfer [with IHT/FEHT 3.0 CD with User Guide Set],Frank P. Incropera-David P. DeWitt,4.00,470055545,997
The Magicians' Guild (Black Magician Trilogy  #1),Trudi Canavan,3.96,1841493139,467
Structure and Interpretation of Computer Programs (MIT Electrical Engineering and Computer Science),Harold Abelson-Gerald Jay Sussman-Julie Sussman,4.45,262510871,657
El bosque de los pigmeos,Isabel Allende,3.76,60816198,304
The Bostonians,Henry James-R.D. Gooder,3.59,192834428,504
Heaven's Price,Sandra Brown,3.54,553571575,240
Lysistrata and Other Plays,Aristophanes-Alan H. Sommerstein,3.96,140448144,241
Persepolis 2: The Story of a Return (Persepolis  #2),Marjane Satrapi-Anjali Singh,4.25,375714669,187
Mother Night,Kurt Vonnegut,4.22,385334141,282
Rough Crossings: Britain  the Slaves and the American Revolution,Simon Schama,3.97,006053916X,496
The Captive & The Fugitive (In Search of Lost Time  #5-6),Marcel Proust-C.K. Scott Moncrieff-Terence Kilmartin-D.J. Enright,4.40,375753117,957
Yakitate!! Japan  Volume 2,Takashi Hashiguchi,3.97,142150720X,208
Miss Marple Omnibus Vol. 3 (Murder at the Vicarage / Nemesis / Sleeping Murder / At Bertram's Hotel),Agatha Christie,4.33,6499619,688
Ballet for Dummies,Scott Speck-Evelyn Cisneros,3.99,764525689,348
Paris: After the Liberation 1944-1949,Antony Beevor-Artemis Cooper,3.82,142437921,464
The Shores of Another Sea (Classics of Modern Science Fiction 3),Chad Oliver-George Zebrowski-Isaac Asimov,3.57,517551861,214
Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies-Alison Leslie Gold,4.28,671662341,252
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil-Barbara Weiden Boyd,4.34,086516584X,161
The Little Mouse  the Red Ripe Strawberry and the Big Hungry Bear (Child's Play Library),Don    Wood,4.31,859533301,32
Wild Horses,Dick Francis,3.91,425196747,352
The Eternal Frontier: An Ecological History of North America and Its Peoples,Tim Flannery,4.05,802138888,432
Ideas Have Consequences,Richard M. Weaver,4.18,226876802,198
The Laughing Corpse (Anita Blake  Vampire Hunter  #2),Laurell K. Hamilton,4.12,425204669,301
Scattered Leaves (Early Spring  #2),V.C. Andrews,3.78,1416530819,416
The Winter of Our Discontent,John Steinbeck-Susan Shillinglaw,3.99,143039482,336
i am 8-bit: Art Inspired by Classic Videogames of the '80s,Jon M. Gibson-Chuck Klosterman,4.09,811853195,156
The Selected Poetry of Rainer Maria Rilke,Rainer Maria Rilke-Stephen Mitchell-Robert Hass,4.41,679722017,356
Discourses  Books 3-4. The Enchiridion (Loeb Classical Library #218),Epictetus-William A. Oldfather,4.35,674992407,576
The Woman Who Rode Away and Other Stories,D.H. Lawrence-Christa Jansohn,3.51,521294304,556
Elven Star (The Death Gate Cycle  #2),Margaret Weis-Tracy Hickman,3.98,553290983,367
The Prose Edda,Snorri Sturluson-Jesse L. Byock,4.16,140447555,180
The Private Experience: Elliott Erwitt,Sean Callahan-Elliot Erwitt,3.73,822700700,96
The Wasp Factory,Iain Banks,3.84,316858560,244
Blues for Mister Charlie,James Baldwin,4.12,679761780,144
Mistress of Magic (The Mists of Avalon  #1),Marion Zimmer Bradley-Davina Porter,4.10,141932506X,14
Thriller: Stories To Keep You Up All Night,James Patterson-Ted Bell-Raelynn Hillhouse-Gregg Hurwitz-Alex Kava-J.A. Konrath-John Lescroart-David Liss-Eric Van Lustbader-Dennis Lynds-Gayle Lynds-Steve Berry-Chris Mooney-David Morrell-Katherine Neville-Michael Palmer-Douglas Preston-Christopher Reich-James Rollins-M.J. Rose-James Siegel-Grant Blackwood-Brad Thor-M. Diane Vogt-F. Paul Wilson-Lee Child-Lincoln Child-David Dun-Heather Graham-James Grippando-Denise Hamilton-David Liparulo-Christopher  Rice,3.50,778322998,568
Desperation / The Regulators: Box Set,Stephen King-Richard Bachman,4.06,067077605X,1075
Lean Mean Thirteen (Stephanie Plum  #13),Janet Evanovich,4.09,312349491,310
All Tomorrow's Parties (Bridge  #3),William Gibson,3.90,425190447,339
The Midnight Kittens (The Hundred and One Dalmatians  #3),Dodie Smith,3.33,491024037,119
Independence Day,Richard Ford,3.86,99447126,464
Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,4.05,380789027,365
The Spice and Herb Bible,Ian Hemphill-Kate Hemphill,4.25,778801462,606
Plays 1: The Real Inspector Hound / After Magritte / Dirty Linen / New-Found-Land / Dogg's Hamlet  Cahoot's Macbeth,Tom Stoppard,4.03,571177654,211
The Classical World: An Epic History from Homer to Hadrian,Robin Lane Fox,3.92,465024963,672
Leadership Challenge,James M. Kouzes,4.05,787983500,50
Wicked Ties (Wicked Lovers  #1),Shayla Black,3.96,425213617,341
Harrison's Principles of Internal Medicine,Dennis L. Kasper-Dan L. Longo-Stephen L. Hauser-Anthony S. Fauci-Eugene Braunwald,4.34,71391401,2751
World's End,T. Coraghessan Boyle,4.01,140299939,480
Victoria,Knut Hamsun-Oliver Stallybrass,3.74,1557131775,155
Ego and Hubris: The Michael Malice Story,Harvey Pekar-Gary Dumm,3.65,345479394,160
Wampeters  Foma and Granfalloons,Kurt Vonnegut,3.78,385333811,318
The Birth of Heroin and the Demonization of the Dope Fiend,Th. Metzger,3.88,1559501774,222
Doubling the Point: Essays and Interviews,J.M. Coetzee-David Attwell,4.04,674215184,438
Self-Help,Lorrie Moore,4.20,571145345,176
Monte Cook Presents The Year's Best D20 (Volume One),Monte Cook,4.20,1588467988,96
Electric Light,Seamus Heaney,3.95,571207987,81
The Bacchae and Other Plays,Euripides-John Davie-Richard Rutherford,4.13,140447261,360
The Tortilla Curtain,T. Coraghessan Boyle,3.65,014023828X,355
A Beautiful Mind,Sylvia Nasar,4.13,571212921,461
Notes from Underground  White Nights  The Dream of a Ridiculous Man  and Selections from The House of the Dead,Fyodor Dostoyevsky-Andrew R. MacAndrew-Ben Marcus,4.17,451529553,233
The Portable James Joyce,James Joyce-Harry Levin,4.16,517618877,762
Souvenir of Canada 2,Douglas Coupland,3.83,1553650433,144
Castle Diary: The Journal of Tobias Burgess,Richard Platt-Chris Riddell,3.84,763621641,128
The First Book of Lost Swords: Woundhealer's Story (Lost Swords  #1),Fred Saberhagen,3.75,812553373,281
The Reality Dysfunction (Night's Dawn  #1),Peter F. Hamilton,4.14,330340328,1223
Ghosthunters and the Incredibly Revolting Ghost (Ghosthunters  #1),Cornelia Funke,3.73,439849586,144
My Wicked Pirate,Rona Sharon,3.90,821780573,432
Atlas Shrugged,Ayn Rand-Leonard Peikoff,3.68,452011876,1168
Shopaholic Ties the Knot (Shopaholic  #3),Sophie Kinsella,3.77,440241898,407
A Redwall Winter's Tale,Brian Jacques-Christopher Denise,4.13,142401986,72
For Esme—With Love and Squalor  and Other Stories,J.D. Salinger,4.19,140237534,149
Must Love Dragons (Immortally Sexy  #2),Stephanie Rowe,3.98,446617679,342
Moderato cantabile,Marguerite Duras,3.52,3518376780,122
Phylogenesis (Founding of the Commonwealth  #1),Alan Dean Foster,3.81,345418611,304
The Flame Trees of Thika: Memories of an African Childhood,Elspeth Huxley,4.12,141183780,281
The Big Rock Candy Mountain,Wallace Stegner,4.15,140139397,563
Yeats Is Dead,Roddy Doyle-Frank McCourt-Conor McPherson-Gene Kerrigan-Gina Moxley-Marian Keyes-Pauline McLynn-Tom Humphries-Joseph O'Connor-Anthony Cronin-Owen O'Neill-Hugo Hamilton-Charlie O'Neill-Gerard Stembridge-Donal O'Kelly,3.39,99422344,298
I Blink: And Other Questions About My Body,Brigid Avison,3.93,753456109,32
And I Don't Want to Live This Life: A Mother's Story of Her Daughter's Murder,Deborah Spungen,4.09,449911411,408
Lotta on Troublemaker Street,Astrid Lindgren-Robin Preiss Glasser,3.97,689846738,55
A Year in the Life of William Shakespeare: 1599,James Shapiro,4.09,60088745,333
Don't Look Down,Jennifer Crusie-Bob Mayer,3.43,312348126,394
Elbow Room: The Varieties of Free Will Worth Wanting,Daniel C. Dennett,3.92,262540428,200
The Best American Travel Writing 2006,Tim Cahill,3.93,618582150,352
Ghosts,John Banville,3.63,330371851,244
Crown Duel (Crown & Court #1-2),Sherwood Smith,4.19,142301515,471
The Damned and the Beautiful: American Youth in the 1920's,Paula S. Fass,3.76,195024923,520
Jurassic Park Institute Dinosaur Field Guide,Michael K. Brett-Surman-Thomas R. Holtz Jr.-Bob Walters,4.08,375812938,160
Un verano tenebroso (Seasons of Horror  #1),Dan Simmons,4.02,8440641648,608
The Power Of One,Bryce Courtenay,4.35,734305508,629
About a Boy,Nick Hornby,3.80,140285679,307
Death of an Expert Witness (Adam Dalgliesh #6),P.D. James,3.99,571204201,306
Embroideries,Marjane Satrapi-Anjali Singh,3.85,375714677,144
Five Quarters of the Orange,Joanne Harris,3.85,60958022,307
The Gospel According to Job,Mike Mason,4.43,158134449X,448
You'll Have Had Your Hole,Irvine Welsh,3.53,413728609,76
Management Information Systems: Managing the Digital Firm,Kenneth C. Laudon-Jane P. Laudon,3.54,131538411,736
God of Tarot (Tarot  #1),Piers Anthony,3.44,441294707,288
Tesla Papers,Nikola Tesla-David Hatcher Childress,4.12,932813860,100
The 36-Hour Day: A Family Guide to Caring for Persons with Alzheimer Disease  Related Dementing Illnesses  and Memory Loss in Later Life,Nancy L. Mace-Peter V. Rabins,4.24,446618764,624
Fell,Warren Ellis-Ben Templesmith,4.16,1582406936,128
St. Lucy's Home for Girls Raised by Wolves,Karen Russell,3.79,307263983,246
Montaillou: The Promised Land of Error,Emmanuel Le Roy Ladurie-Barbara Bray,3.97,394729641,416
Soldiers of Destruction: The SS Death's Head Division  1933-1945,Charles W. Sydnor Jr.,4.00,691008531,375
Die Mandarins von Paris,Simone de Beauvoir,4.13,3499107619,1040
The Ship Avenged,S.M. Stirling,4.06,671877666,364
Peanuts: The Art of Charles M. Schulz,Chip Kidd-Jean Schulz-Charles M. Schulz-Geoff Spear,4.38,375714634,368
Science Notebooks,Lori Fulton-Brian Campbell-Linda Gregg,3.64,325005680,112
4th of July (Women's Murder Club  #4),James Patterson-Maxine Paetro,4.06,446613363,448
Timeline,Michael Crichton,3.84,99244721,489
Echo Platoon (Rogue Warrior  #8),Richard Marcinko-John Weisman,3.95,671000748,402
Seven Miles a Second,David Wojnarowicz-James Romberger-Marguerite Van Cook,4.03,1563892472,59
Eugene Onegin  Vol. II (Commentary),Alexander Pushkin-Vladimir Nabokov,4.22,691019045,1056
The Mistress of Husaby (Kristin Lavransdatter  #2),Sigrid Undset,4.15,394752937,384
Reduced Shakespeare: The Attention-impaired Readers Guide to the World's Best Playwright,Reed Martin-Austin Tichenor,4.14,1401302203,256
Drop City,T. Coraghessan Boyle-Richard Poe,3.85,142003808,497
Queen of Babble (Queen of Babble  #1),Meg Cabot,3.69,60851988,309
The Bachman Books,Richard Bachman-Stephen King,4.11,452277752,704
After the Wreck  I Picked Myself Up  Spread My Wings  and Flew Away,Joyce Carol Oates,3.46,60735252,292
The Summons,John Grisham,3.69,385339593,384
The Black Unicorn (Magic Kingdom of Landover #2),Terry Brooks,3.77,345335287,307
A Year in the Merde,Stephen Clarke,3.55,1582346178,276
The Sheltering Sky,Paul Bowles,3.91,006083482X,313
The Wicked Wit of Charles Dickens,Shelley Klein-Charles Dickens,3.55,1854790471,162
Oedipus the King,Sophocles-Bernard Knox-Cynthia Brantley Johnson,3.69,1416500332,144
Total Control,David Baldacci,4.08,033041965X,613
The Thrill of Victory,Erin St. Claire-Sandra Brown,3.60,1551666723,240
Tis A Memoir (Frank McCourt  #2),Frank McCourt,3.68,6551815,495
A First Course in String Theory,Barton Zwiebach,4.18,521831431,578
Tropic of Orange,Karen Tei Yamashita,3.54,1566890640,268
The Elements of Typographic Style,Robert Bringhurst,4.24,881792063,352
The Wood Boy / The Burning Man,Raymond E. Feist-Tad Williams-Mat Broome-Robin Gillespie-Sean J. Jordan-Brett Booth,3.63,976401118,144
Bellwether,Connie Willis,3.93,553562967,248
The Drifting Classroom  Vol. 1,Kazuo Umezu,3.78,1421507226,190
Letters to a Young Artist,Anna Deavere Smith,4.01,1400032385,240
A Wrinkle in Time (Time Series  #1),Madeleine L'Engle,4.01,965846849,203
The Trouble with the Pears: An Intimate Portrait of Erzsebet Bathory,Gia Bathory Al Babel,2.55,1425910394,272
The Avalanche Handbook,David McClung-Peter Schaerer,4.02,898868092,342
Extraordinary Popular Delusions & the Madness of Crowds (Great Minds),Charles Mackay,3.89,1573928917,724
The Black Book of Hollywood Beauty Secrets,Kym Douglas-Cindy Pearlman,3.37,452287650,224
Battlefield of the Mind: Winning the Battle in Your Mind,Joyce Meyer,4.34,446691097,288
Sun-Kissed (The Au Pairs #3),Melissa de la Cruz,3.86,1416917462,306
One Morning in Maine,Robert McCloskey,4.37,140501746,64
Pilgrims and Other Stories,Elizabeth Gilbert,3.12,330351745,288
Blood on the Moon (Lloyd Hopkins  #1),James Ellroy,3.45,140009528X,272
William Shakespeare,William Shakespeare-David Scott Kastan-Marina Kastan-Glenn Harrington,4.21,439357713,48
The Mediterranean Caper (Dirk Pitt  #2),Clive Cussler,3.77,425197395,391
Historical Metaphors and Mythical Realities: Structure in the Early History of the Sandwich Islands Kingdom,Marshall Sahlins,3.74,472027212,84
Blauwe maandagen,Arnon Grunberg,3.11,9038826702,271
The Letters of John and Abigail Adams,Abigail Adams-Frank Shuffelton,4.17,142437115,512
The Name of the Rose (Everyman's Library (Cloth)),Umberto Eco,4.12,307264890,560
Papa  Please Get the Moon for Me,Eric Carle,4.15,887081770,40
Merrick (The Vampire Chronicles #7),Anne Rice,3.72,345422406,370
The Sittaford Mystery,Agatha Christie,3.70,7136846,400
The First Deadly Sin (Deadly Sins  #2),Lawrence Sanders,4.03,425104273,628
Death Match (Tom Clancy's Net Force Explorers  #18),Diane Duane-Tom Clancy-Steve Pieczenik,4.10,042518448X,192
Harry Potter e il Calice di Fuoco,J.K. Rowling-Serena Daniele-Beatrice Masini-Serena Riglietti,4.55,888451049X,627
Earthly Powers,Anthony Burgess,4.15,99468646,649
The Lost Continent: Travels in Small Town America,Bill Bryson,3.83,60920084,299
Die Informanten,Bret Easton Ellis,3.38,3462030531,257
The Complete ACOA Sourcebook: Adult Children of Alcoholics at Home  at Work and in Love,Janet Geringer Woititz-Robert J. Ackerman,4.06,1558749608,500
Behind the Curtain (Echo Falls  #2),Peter Abrahams,3.90,60737042,352
I Dreamed I Married Perry Mason (A Cece Caruso Mystery  #1),Susan Kandel,3.47,60581069,280
The Vampire Chronicles Collection (The Vampire Chronicles  #1-3),Anne Rice,4.27,345456343,1280
Fergus and the Night-Demon,Jim  Murphy-John Manders,3.71,618339558,32
The Complete I Ching: The Definitive Translation,Anonymous-Alfred Huang,4.27,892811455,539
The Sot-Weed Factor,John Barth,4.08,1903809509,756
Le serpent mage (Les portes de la mort  #4),Margaret Weis,4.07,2266111779,444
Fantastic Mr Fox,David Wood-Roald Dahl,3.94,057305133X,74
The Black Dahlia (L.A. Quartet  #1),James Ellroy,3.75,446698873,348
Girl in Hyacinth Blue,Susan Vreeland,3.73,755305302,180
Born to Be Wild,Catherine Coulter,3.78,515142395,354
The Perfect London Walk,Roger Ebert-Daniel Curley-Jack Lane,4.21,836279298,123
The Hunt for Zero Point: Inside the Classified World of Antigravity Technology,Nick Cook,4.10,767906284,320
The Eyes of Darkness,Leigh Nichols-Dean Koontz,3.86,425153975,366
Terrorist,John Updike,3.17,307264653,320
Shattered Sword: The Untold Story of the Battle of Midway,Jonathan Parshall-Anthony Tully,4.40,1574889230,612
Never Call Retreat,Bruce Catton-E.B. Long,4.33,1842122916,558
Firefighters in the Dark,Dashka Slater-Nicoletta Ceccoli,3.62,618554599,32
Real Estate Loopholes: Secrets of Successful Real Estate Investing,Diane  Kennedy-Garrett Sutton-Robert T. Kiyosaki,4.11,446691356,240
The Adventures of Sally,P.G. Wodehouse,3.78,1426423705,232
Death Ship of Dartmouth (Knights Templar  #21),Michael Jecks,4.07,755323017,352
Lysistrata,Aristophanes-Douglass Parker,3.85,451616227,98
Airborne: A Guided Tour Of An Airborne Task Force,Tom Clancy,3.76,425157709,326
A Higher Justice (The Trials of Kit Shannon #5),James Scott Bell,4.23,764226460,303
The Wish List,Eoin Colfer,3.77,439443369,252
Amelia's Notebook,Marissa Moss,4.00,1883672465,32
Promise of the Witch King (Forgotten Realms: The Sellswords  #2),R.A. Salvatore,4.17,786940735,373
The Crucible,Arthur  Miller-Christopher Bigsby,3.57,142437336,143
The Consolations of Philosophy,Alain de Botton,4.00,679779175,265
Morgawr (The Voyage of the Jerle Shannara  #3),Terry Brooks,3.97,345435753,415
Death Note  Vol. 4: Love (Death Note  #4),Tsugumi Ohba-Tsugumi Ohba-Alexis Kirsch,4.39,142150331X,204
Quivers: A Life,Robin Quivers,3.51,60391537,341
The Big Empty: Dialogues on Politics  Sex  God  Boxing  Morality  Myth  Poker & Bad Conscience in America,Norman Mailer-John Buffalo Mailer,3.31,1560258241,218
The Visual Arts: A History,Hugh Honour-John Fleming,3.82,810935937,960
Fables  Vol. 3: Storybook Love,Bill Willingham-Bryan Talbot-Lan Medina-Mark Buckingham-Linda Medley-Steve Leialoha-James Jean,4.13,140120256X,190
The Bookshop,Penelope Fitzgerald,3.32,6543545,156
Horton Hears a Who!,Dr. Seuss,4.17,679800034,64
Here  There Be Dragons (Chronicles of the Imaginarium Geographica  #1),James A. Owen,3.87,1416912274,326
Three Complete Novels: Howards End  A Room with a View  Where Angels Fear to Tread,E.M. Forster-Neil Felshman,4.20,517091267,503
The Hobbit  or  There and Back Again,J.R.R. Tolkien-Alan  Lee,4.26,026110330X,289
The Hope (The Hope and the Glory  #1),Herman Wouk,4.15,316954411,704
The Ultimate Hitchhiker's Guide (Hitchhiker's Guide to the Galaxy #1-5),Douglas Adams,4.38,517149257,815
The Legacy of Sovereign Joy: God's Triumphant Grace in the Lives of Augustine  Luther  and Calvin (The Swans Are Not Silent  #1),John Piper,4.26,1581348134,158
The Copper Beech,Maeve Binchy,3.90,752876813,407
A Kiss Before Dying (Sweet Valley High  #122),Francine Pascal-Kate William,3.68,553566407,197
4:50 from Paddington / A Pocket Full of Rye (BBC Presents: Two Miss Marple Dramas),Agatha Christie,3.96,553525638,3
Bleach  Volume 14,Tite Kubo,4.38,1421506122,208
Expectant Father,Melinda Curtis,3.63,373713010,304
